date,message
2024-10-26 03:23:34+00:00,Creative 6 layer Shoe Rack
2024-10-26 03:23:34+00:00,"🎯 Creative 6 layer Shoe Rack

👉 የጫማ ማስቀመጫ
👉 ባለ ስድስት ደረጃ
👉 ቦታ ቆጣቢ
👉 ሲዘረጋ 27cm*27cm*86cm ስፋት
👉 ከጠንካራ ፕላስቲክ የተሰራ
👉 ገጠማ የማይፈልግ
👉 6 ጥንድ ጫማዎችን ይይዛል

       💦 ዋጋ፦ ✅ 1,900 ብር


1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04 

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316 

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ ሱፕር ማርኬት ያለበት 2ኛ ፎቅ ቢር ቁ11 

4️⃣.📌 ጀሞ መስታወት ፍብሪካ ፊት ለፊት ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39

🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-25 11:22:11+00:00,"❇️ዘመናዊ የልብስ ማስቀመጫ ቁምሳጥን 
💥አልቆል የተባላቹ ባለ 3ቱ ገብቶል

👉ባለሶስት ዘመናዊ የልብስ ቁምሳጥን
👉በቀላሉ የሚገጣጠም የሚነቃቀል 
👉ከቦታ ወደ ቦታ ለማንቀሳቀስ የሚመች 
👉ቀላል ክብደት ያለው
👉ባለ ዚፕ የሸራ ልብስ ያለው
👉ፍሬሞቹ የብረት ቱቦዎች የሆኑ
👉መገጣጠሚያዎቹ ጠንካራ ካርቦኔትድ ፕላስቲኮች የሆኑ
👉ለቤትዎ ውበት የሚሠጥ
👉ቦታ የማይዝ ሲሆን
#ቁመት 175 ሳ.ሜ
#የጎን ስፋት 130 ሳ.ሜ
#ወርድ 45 ሳ.ሜ

ውስን ፍሬ ነው የቀረው 🔥🔥
Limited Stock 🔥🔥

         💦 ዋጋ፦ ✅ 3,500 ብር




  1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04 

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316 

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ ሱፕር ማርኬት ያለበት 2ኛ ፎቅ ቢር ቁ11 

4️⃣.📌 ጀሞ መስታወት ፍብሪካ ፊት ለፊት ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39






ለማዘዝ  እነዚን ቁጥሮች ይጠቀሙ🔽

                          📱0970259898
                          📱0912111590


🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-25 08:14:58+00:00,"🥾🥾🥾🥾👟👟👟👟👞👞👞👞
Shoe crease protectors

         💦 ዋጋ፦ ✅ 400 ብር

1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04 

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316 

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ ሱፕር ማርኬት ያለበት 2ኛ ፎቅ ቢር ቁ11 

4️⃣.📌 ጀሞ መስታወት ፍብሪካ ፊት ለፊት ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39





🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-24 07:58:51+00:00,❗️Foot Bath Massager
2024-10-24 07:58:51+00:00,"🌞🦶🌞የእግር ማሳጀር (Foot bath massager) 🌞🦶🌞 

🤦‍♂ ብዙ ጊዜ በስራ ላይ ለሚቆሙ ሰዎች ፣ የተረከዝ መሰነጣጠቅ እና በእድሜ ለደከሙ እግር የሚሆን  መፍትሄ ይዘንሎት መተናል።

🦵 የአኩፓንቸር ነጥቦችን ሙሉ በሙሉ በማሸት የደም ዝውውርን ከፍ ማድረግ እና ሰላማዊ እንቅልፍ እንዲያገኙ ይረዳዎታል

🦵የታመሙ ተረከዞችን እና ጣቶችን ለማስታገስ

🦵የደከሙ እግሮችን ለመንከባከብ እና ለማከም የሚረዱ ለስላሳ እና የሚያነቃቁ አረፋዎች የያዘ

🛍Foot bath massager በመጠቀም የእግሮን ጤና እና ልስላሴ ይጠብቁ

👉 heat automatically
👉 shake massage
👉 gas wave oxygenated
👉 infrared physiotherapy 
👍 ለቁርጥማት ለተረከዝ ህመም ፍቱን የሆነ
👍 ለሪህ
👍 ዉበትን ለመጠበቅ የሚስማማ 
👍 ለእግር መዛል ለ ተረከዝ ቁርጥማት 
👍 ለ ደም መርጋት የ ደም ስር መፍታታትን የሚያመጣ

         💦 ዋጋ፦4,500 ብር ✅



        
1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04 

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316 

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ ሱፕር ማርኬት ያለበት 2ኛ ፎቅ ቢር ቁ11 

4️⃣.📌 ጀሞ መስታወት ፍብሪካ ፊት ለፊት ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39




🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-22 14:29:17+00:00,💁‍♀✨2in1 Hot Comb✨
2024-10-22 14:29:17+00:00,"ከቤት ለመውጣት ሲያስቡ👗...
ጸጉሬን እንዴት ላድርገው🤷‍♀ ብሎ መጨነቅ ቀረ✅

💁‍♀✨2in1 Hot Comb✨

በሀበሻ ፀጉር ላይ የተሞከረ👍 ሁሉም ሴት ሊኖረው የሚገባ ፈጣን⏱ ጸጉር ማሳመሪያ
📌 በልዩ ልዩ ስታይሎች የሚሰራ
✅የሚያለሰልስ (straight) 
✅ ዌቭ (wave)  የሚሰራ
🔹ለወንድና ለሴት የሚሆን
🔹ሙቀት መጠኑን እንደ ጸጉር አይነት የሚስተካከል

💦 ዋጋ፦ ✅1,500 ብር

♦️ውስን ፍሬ ነው ያለው 🔥🔥

  



1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04 

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316 

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ ሱፕር ማርኬት ያለበት 2ኛ ፎቅ ቢር ቁ11 

4️⃣.📌 ጀሞ ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39




ለማዘዝ  እነዚን ቁጥሮች ይጠቀሙ🔽

                          📱0970259898
                          📱0912111590


🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-21 12:12:38+00:00,"❇️Onestep Hair Dryer & Styler 

✅  3 ጥቅሞችን አንድ ላይ የያዘ
     ♦️እያደረቀ የሚያበጥር

       
   ✔️ 1 ዕቃ 3 ጥቅም 
               ❶ ማድረቂያ ፣ 
               ❷ፔስትራ(ሰትሪት መስሪያ)፣
                ❸ከርል መስርያ
✔️3 የሙቀት መጠን  ያለው ለጠንካራ ለመካከለኛ ለሉጫ ፀጉርም ሚሆን 
✔️ጊዜ ቆጣቢ ፀጉርን በእሳት ከመጐዳት የሚከላከል
✔️ለልጆችም ለአዎቂ ተስማሚ የሆነ
✔️ ጥራቱ አስተማማኝ እና ለአጠቃቀም ቀላል 
✔️በቤትዎ እና ለፀጉር ቤት ተመራጭ

❇️ 3in1 One Step Hair Dryer & Styler 

👉 Curling Hair 
👉 Straightening Hair 
👉 Dry Hair 

             💦 ዋጋ፦ ✅ 1,500 ብር

 
🏢 አድራሻ👉
4️⃣.📌 ጀሞ ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316

1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04

🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-21 12:12:38+00:00,❇️ One step Hair Dryer & Styler
2024-10-21 07:07:19+00:00,"ያለሙያ በ10ደቂቃ⏱ ጸጉርን በማበጠር የሚተኩስ  ዘመናዊ ማበጠሪያ
💥Straight Comb Hair stylist🙎‍♀️👱‍♀️"
2024-10-21 07:07:19+00:00,"ያለሙያ በ10ደቂቃ⏱ ጸጉርን በማበጠር የሚተኩስ  ዘመናዊ ማበጠሪያ እንዳለ ያውቃሉ? 

💥Straight Comb Hair stylist💥 

‼️ምንም ኣይነት ድምፅ የሌለው ‼️ 

ሁሉንም አይነት ጸጉር ያለ ልፋት💯 በሙቀት የሚያስውብ ✅ 

🔹ለተለያዩ የጸጉር አይነቶች ከፍ እና ዝቅ የሚል የሙቀት መቆጣጠሪያ ያለው 

🔹ጸጉር ሳይሰባበር በጤናማ ሁኔታ ውብ የሚያደርግልዎ 



               💦 ዋጋ፦ ✅ 1,200 ብር




  1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04 

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316 

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ ሱፕር ማርኬት ያለበት 2ኛ ፎቅ ቢር ቁ11 

4️⃣.📌 ጀሞ መስታወት ፍብሪካ ፊት ለፊት ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39






ለማዘዝ  እነዚን ቁጥሮች ይጠቀሙ🔽

                          📱0970259898
                          📱0912111590


🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-19 12:17:17+00:00,__👉____ 5-in-1 Trouser Hanger የሱሪ ማስቀመጫ__
2024-10-19 12:16:50+00:00,"❇️ **5-in-1 Trouser Hanger የሱሪ ማስቀመጫ**

**👉**** የሱሪ ማስቀመጫ ሱሪዎ ወይም ልብስዎ ባለበት ንፅህናው እንደተጠበቀ ሳይጨማደድ ለማስቀመጥ ተመራጭ**

__⚡️Material: Stainless steel
⚡️Type: Foldable
⚡️High quality, resistant and durable
⚡️Easy to use, light and handy
⚡️2 hook hanger
⚡️Movable rods make it easier to remove trousers
⚡️Saves space in the wardrobe
⚡️Keeps trousers tidy
⚡️2 Positions: horizontal or vertical position
⚡️Suitable for bathroom, bedroom, dormitory, ect.
⚡️Size:34cmx32cmx6.5cm__


             **💦 ዋጋ፦ ****✅**** 700 ብር **
        
1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04 

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316 

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ ሱፕር ማርኬት ያለበት 2ኛ ፎቅ ቢር ቁ11 

4️⃣.📌 ጀሞ መስታወት ፍብሪካ ፊት ለፊት ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39



ለማዘዝ  እነዚን ቁጥሮች ይጠቀሙ🔽

                          📱0970259898
                          📱0912111590


🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-18 15:49:12+00:00,"👔🩳የልብስ ማስጫ (ማድረቂያ)👗🥻 
Three Layers of clothes hanger 
✅ 3double layer 
✅ 780*620*1650 mm
✅  እስከ 40kg መሸከም ሚችል 
✅ ማጠፍ መዘርጋት ሚቻል 
✅ ቦታ ቆጣቢ ,ለcondominuinm.... 
✅ ልብስን ሳይገረጣ በፍጥነት የሚያደርቅ 
✅በቤት ውስጥም ሆነ ከቤት ውጭ ልብሶችን ለማድረቅ እና ለመስቀል ተስማሚ የሆነ

    💦 ዋጋ፦ 3,600 ✅ብር

1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04 

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316 

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ ሱፕር ማርኬት ያለበት 2ኛ ፎቅ ቢር ቁ11 

4️⃣.📌 ጀሞ መስታወት ፍብሪካ ፊት ለፊት ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39




ለማዘዝ  እነዚን ቁጥሮች ይጠቀሙ🔽

                          📱0970259898
                          📱0912111590


🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-18 12:17:31+00:00,"💥Nova የፀጉር ፔስትራ💥

😏ከ160-220° የሙቀት መቆጣጠሪያ ያለዉ

😏ለየት ባለ ዲዛይን ፀጉር የሚያስዉብ

💦 ዋጋ፦ ✅ 1200 ብር

  
🏢 አድራሻ👉
4️⃣.📌 ጀሞ ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316

1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04

🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS  "
2024-10-17 10:29:49+00:00,"💥Complete Body Massager

✔️ የሰውነት መታሺያ
✔️ ሁለት መለዋወጫ ያለው
✔️ ለሁሉም የሰውነት ክፍሎች የሚሆን
✔️ በተለይ ሆድ ላይ ያለ ስብን ለማቅለጥ የሚፈለግ
✔️ ፍጥነቱን መጨመርና መቀነስ ይችላሉ
✔️ በዚህ ማሽን ሲታሹ የደም ዝውውርዎን ያሻሽላሉ፣ የጡንቻ መዛልና መኮማተርን ያስወግዳሉ እንዲሁም በስራ የደከመ  ሰውነትዎ ዘና ፈታ ያደርጉበታል


        **💦 ዋጋ፦ ✅ 2,900 ብር**



1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04 

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316 

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ ሱፕር ማርኬት ያለበት 2ኛ ፎቅ ቢር ቁ11 

4️⃣.📌 ጀሞ መስታወት ፍብሪካ ፊት ለፊት ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39




ለማዘዝ  እነዚን ቁጥሮች ይጠቀሙ🔽

                          📱0970259898
                          📱0912111590


🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-15 13:35:46+00:00,"**✔️**Korean Body Scrub Sponge 
     👉የሞተ ቆዳን እንዲሁም ቆሻሻን ለማፅዳት ተመራጭ"
2024-10-15 13:35:46+00:00,"**✔️** **Magic Bath Sponge Dead Skin Removing Sponge**

👉 **የሞተ ቆዳን እንዲሁም ቆሻሻን ለማፅዳት ተመራጭ**

⚡️Super Soft Exfoliating Bath Sponge
⚡️Quick Keratin Cleansing
⚡️Easy to Use


                **💦 ዋጋ፦ ****✅****  200 ብር**

1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04 

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316 

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ ሱፕር ማርኬት ያለበት 2ኛ ፎቅ ቢር ቁ11 

4️⃣.📌 ጀሞ መስታወት ፍብሪካ ፊት ለፊት ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39




ለማዘዝ  እነዚን ቁጥሮች ይጠቀሙ🔽

                          📱0970259898
                          📱0912111590


🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-14 07:02:36+00:00,👉 የራስ ቅል እንዲሁም የፀጉር ማሻ
2024-10-14 07:02:36+00:00,"💥**Wet and dry 

Silicon Hair Scalp Massager Shampoo Brush**

👉 የራስ ቅል እንዲሁም የፀጉር ማሻ 
⚡️Suitable for all kinds of hairstyles
⚡️Soft and high-quality brush
⚡️Lightweight and easy to hold 

⚡️Perfect for Men, Women, Kids and Pets


     
             💦 ዋጋ፦ ✅ 250 ብር


1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04 

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316 

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ ሱፕር ማርኬት ያለበት 2ኛ ፎቅ ቢር ቁ11 

4️⃣.📌 ጀሞ መስታወት ፍብሪካ ፊት ለፊት ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39




ለማዘዝ  እነዚን ቁጥሮች ይጠቀሙ🔽

                          📱0970259898
                          📱0912111590


🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS    "
2024-10-13 16:45:42+00:00,❇️ የሸቶ መቀነሻ Mini spray pour
2024-10-13 16:45:42+00:00,"❇️ የሸቶ መቀነሻ Mini spray pour

👉የሸቶ መቀነሻ

        ዋጋ፦ ✅ 200 ብር   

      
💥በቀረቦት ይምጡ ከእውነተኛ የበአል ቅናሽ ጋር እንተብቆታለን

🏢 አድራሻ👉
4️⃣.📌 ጀሞ ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316

1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04

🚚  🚚መምጣት ካልቻሉ በነፃ Delivery ያሉበት እንልካለን


ለማዘዝ  እነዚን ቁጥሮች ይጠቀሙ🔽

                          📱0970259898
                          📱0912111590

🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-13 05:53:41+00:00,"📣 እሁድ ሙሉ ቀን ከጠዋት 3:00 አስከ ምሽት 1:00

📣#የፒያሳ #መገናኛ እና #ጀሞ ቅርጫፍ ክፍት ነው




🏢 አድራሻ👉
1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316


4️⃣.📌 ጀሞ ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39
  


▓▒░E - COMMERCE ADDIS"
2024-10-11 13:17:50+00:00,"💥 Hair Dry Towel 

👉Quick Dry Hair Towel Cap 
👉Super Absorption Turban Hair Dry Cap

**💦 ዋጋ፦ ****✅**** 200 ብር**

    
🏢 አድራሻ👉
4️⃣.📌 ጀሞ ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316

1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04


🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-11 06:36:17+00:00,"💥....Smart Towel....💥

👉Allows you to look good, be comfortable and confident when you get out of the shower

         💦 ዋጋ፦ ✅ 800 ብር


1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04 

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316 

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ ሱፕር ማርኬት ያለበት 2ኛ ፎቅ ቢር ቁ11 

4️⃣.📌 ጀሞ መስታወት ፍብሪካ ፊት ለፊት ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39



ለማዘዝ  እነዚን ቁጥሮች ይጠቀሙ🔽

                          📱0970259898
                          📱0912111590


🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-10 13:00:48+00:00,👆SOKANI 7IN1 WAFFLE MAKER
2024-10-10 13:00:48+00:00,"💥 👆SOKANI 7IN1 WAFFLE MAKER

1. ለሳንዱች  2. ለቶስት  3. ለብስኩት
4. ለዋፍል    5. ለደረሰ  6. ለካፕ ኬክ
7. ለእንቁላል የሚሆኑ በቀላሉ የሚቀያየሩ

😀 7in1 sandwich - waffle - Donut -
      cake maker
😵‍💫 Steak Grill baking mould
😵‍💫 Brand - sokany
😵‍💫 Model - SK - BBQ - 140 8in1 grill
😵‍💫 Non - stick coated plate
😵‍💫 Easy to clean 
😵‍💫 Cool touch body
😵‍💫 Thermostat cutout contril

⭐️Donuts  ⭐️Grill  ⭐️Traingle 
⭐️ Sandwiches  ⭐️Nuttiest  Biscuits 
⭐️ waffles

           💦 ዋጋ፦ ✅ 6,800 ብር
♦️ውስን ፍሬ ነው ያለው 🔥



     
1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04 

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316 

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ ሱፕር ማርኬት ያለበት 2ኛ ፎቅ ቢር ቁ11 

4️⃣.📌 ጀሞ መስታወት ፍብሪካ ፊት ለፊት ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39



ለማዘዝ  እነዚን ቁጥሮች ይጠቀሙ🔽

                          📱0970259898
                          📱0912111590


🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-09 14:34:33+00:00,"📣 sanford washing machine 4kg capacity

✔️አነስተኛ የልብስ እና የጫማ  ማጠቢያ ማሽን  
✔️ለቲሸርት፣ ለጂንስ ፣ለሹራብ፣ለልጆች ዩኒፎርም፣ ለጫማ ወዘተ


✔️በተጨማሪም ጫማ ማጠቢያ ቡሩሽ ያለው 
✔️የራሱ የብረት መጭመቂያ ቅርጫት ያለው
✔️ ከቧንቧ ውሃ ቀጥታ መውሰድ የሚችል
☄️ አነስተኛ የኤሌክትሪክ ፍጆታ 200watt
✔️ከቦታ ቦታ በቀላሉ ተንቀሳቃሽ፡ በጠባብ ቦታ መቀመጥ የሚችልና የውሃ ማስወገጃ ቱቦ ያለው
✔️ውስጡ በአንድ ግዜ እስከ 36ሊትር ውሃ ስለሚይዝ ልብስ በደንብ አፅድቶ ያጥባል


💦 ዋጋ፦ ✅ 14,500 ብር


1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04 

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316 

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ ሱፕር ማርኬት ያለበት 2ኛ ፎቅ ቢር ቁ11 

4️⃣.📌 ጀሞ መስታወት ፍብሪካ ፊት ለፊት ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39



ለማዘዝ  እነዚን ቁጥሮች ይጠቀሙ🔽

                          📱0970259898
                          📱0912111590


🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-09 08:28:49+00:00,"🔥🥞🔥 Wass Metad ዋስ ምጣድ 🔥🥞

🧆ለእንጀራ

🍕ለፒዛ 

🫓 ለቆጮ

🥟 ለአንባሻ

🥞ለፓን ኬክ

🌮ለቂጣ ዘሮች በሙሉ መዋል ይችላል::



     **💦 ዋጋ፦ ****✅****  ብር**

1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04 

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316 

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ ሱፕር ማርኬት ያለበት 2ኛ ፎቅ ቢር ቁ11 

4️⃣.📌 ጀሞ ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39




ለማዘዝ  እነዚን ቁጥሮች ይጠቀሙ🔽

                          📱0970259898
                          📱0912111590


🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-08 06:13:06+00:00,👆__5 in 1 Electric Magic Cleaning Brush__
2024-10-08 06:13:06+00:00,"❇️ **5 in 1 Electric Magic Cleaning Brush**
         `💯 High Quality `

__👉 High cleaning efficiency, good grip and abrasion resistance, sturdy and durable

👉 For Cleaning tub, table, washing basin, kitchen sink, toilet, window glass..

👉 Power Source:  4*AA Batteries(not included) / USB Charging


✔️Power: 3W
✔️Voltage: 5V
✔️Battery: 1500mAh
✔️Color: White
✔️Charging time: about 2-3 hours
✔️Working time: continuous work in 1.5 hours__

         💦 ዋጋ፦ ✅ 900 ብር


1️⃣.📌ፒያሳ ጣይቱ ሆቴል ጊቢ ውስጥ ቢሮ ቁ04 

2️⃣.📌መገናኛ መተባበር ሕንፃ 3ኛ ፎቅ ቢሮ ቁ316 

3️⃣.📌ሳር ቤት ካናዳ ኤምባሲ ፊትለፊት ሸዋ ሱፕር ማርኬት ያለበት 2ኛ ፎቅ ቢር ቁ11 

4️⃣.📌 ጀሞ መስታወት ፍብሪካ ፊት ለፊት ከፍደም ሞል ግራውድ ላይ የሱቅ ቁጥር 39




ለማዘዝ  እነዚን ቁጥሮች ይጠቀሙ🔽

                          📱0970259898
                          📱0912111590


🔖
💬በቀጥታ ለማዘዝ➡️ @Order_now8

Telegram https://t.me/Ecommerceaddis

▓▒░E - COMMERCE ADDIS"
2024-10-05 06:56:59+00:00,"📣 ዛሬ ሙሉ ቀን ሁሉም ሱቆቻችን #ክፍት ናቸው

🚚  🚚መምጣት ካልቻሉ በነፃ Delivery ያሉበት እንልካለን

▓▒░E - COMMERCE ADDIS"
